Fsm,No_of_testcases,No_of_threads,Time taken
yahoo.test,256,1,0.217556
yahoo.test,65536,16,7.892221
yahoo.test,2097152,8,238.232132
yahoo.test,524288,1,361.305727
yahoo.test,8192,16,1.796462
yahoo.test,32768,16,5.80082
yahoo.test,16384,1,15.403808
yahoo.test,262144,16,28.872169
yahoo.test,16384,8,2.987048
yahoo.test,256,16,0.043232
yahoo.test,2097152,32,112.614632
yahoo.test,262144,8,41.405913
yahoo.test,1048576,8,120.891889
yahoo.test,1048576,32,64.527478
yahoo.test,262144,32,15.728849
yahoo.test,524288,16,52.371227
yahoo.test,2627405,16,195.218958
yahoo.test,32768,8,7.45236
yahoo.test,2627405,8,333.000323
yahoo.test,524288,32,36.514358
yahoo.test,32768,32,6.578155
yahoo.test,16384,16,3.302313
yahoo.test,256,8,0.06621
yahoo.test,4096,16,0.525976
yahoo.test,256,32,0.041207
yahoo.test,524288,8,61.018853
yahoo.test,16384,32,1.688976
yahoo.test,65536,32,9.058713
yahoo.test,4096,8,0.944955
yahoo.test,131072,16,10.894774
yahoo.test,262144,1,181.034442
yahoo.test,2627405,1,1811.908457
yahoo.test,4096,32,2.397167
yahoo.test,131072,8,23.426982
yahoo.test,65536,8,10.367123
yahoo.test,2627405,32,141.508242
yahoo.test,1048576,16,85.547864
yahoo.test,65536,1,44.783514
yahoo.test,8192,1,6.796829
yahoo.test,2097152,1,1447.519577
yahoo.test,8192,8,1.651959
yahoo.test,8192,32,0.909824
yahoo.test,1048576,1,722.960033
yahoo.test,131072,1,89.336482
yahoo.test,131072,32,9.869642
h323.test,524288,32,32.771765
h323.test,2241832,16,153.511818
h323.test,32768,1,22.757621
h323.test,16384,32,5.419346
h323.test,131072,1,91.41545
h323.test,262144,8,39.255424
h323.test,256,32,0.041765
h323.test,8192,8,1.750925
h323.test,524288,16,60.188368
h323.test,65536,32,9.208663
h323.test,4096,32,0.523392
h323.test,2097152,8,209.577515
h323.test,32768,8,4.947357
h323.test,1048576,1,744.982562
h323.test,256,8,0.065371
h323.test,4096,16,0.977431
h323.test,524288,8,62.572545
h323.test,524288,1,370.925681
h323.test,65536,8,11.056108
h323.test,2097152,32,118.40204
h323.test,131072,16,15.722145
h323.test,131072,8,17.891839
h323.test,2241832,1,1579.457075
h323.test,65536,16,9.309025
h323.test,2097152,16,165.536765
h323.test,1048576,32,59.857529
h323.test,2241832,8,304.758677
h323.test,2241832,32,121.254085
h323.test,32768,16,5.943087
h323.test,4096,8,0.928612
h323.test,16384,1,17.923267
h323.test,256,1,0.233689
h323.test,65536,1,45.90412
h323.test,262144,16,27.646801
h323.test,2097152,1,1478.019517
h323.test,256,16,0.07061
h323.test,8192,16,0.975824
h323.test,16384,16,3.378719
h323.test,1048576,16,78.214233
h323.test,8192,32,4.756621
h323.test,262144,32,19.568033
h323.test,1048576,8,161.087308
h323.test,8192,1,6.965845
h323.test,16384,8,2.900445
h323.test,131072,32,13.753803
h323.test,32768,32,3.3695
h323.test,262144,1,187.233984
h323.test,4096,1,2.839752
tsp.test,4096,16,0.555519
tsp.test,131072,8,12.466556
tsp.test,16384,1,13.810445
tsp.test,1162511,1,468.90687
tsp.test,1048576,16,65.259207
tsp.test,65536,1,34.238925
tsp.test,16384,8,2.149161
tsp.test,256,8,0.039112
tsp.test,1048576,1,423.992402
tsp.test,65536,32,3.756212
tsp.test,4096,8,0.545462
tsp.test,524288,8,36.043558
tsp.test,524288,32,19.50343
tsp.test,256,32,4.102835
tsp.test,262144,8,24.730922
tsp.test,1048576,32,34.296753
tsp.test,32768,16,3.546967
tsp.test,1162511,16,81.487144
tsp.test,16384,16,1.877548
tsp.test,16384,32,1.019825
tsp.test,256,16,0.043372
tsp.test,8192,8,1.089037
tsp.test,1162511,32,37.360977
tsp.test,256,1,0.29508
tsp.test,131072,1,67.796407
tsp.test,8192,32,0.524718
tsp.test,262144,16,11.533335
tsp.test,524288,16,29.32984
tsp.test,131072,16,10.809498
tsp.test,65536,8,7.083528
tsp.test,4096,1,2.109351
tsp.test,8192,16,0.592884
tsp.test,65536,16,6.67293
tsp.test,1048576,8,71.11164
tsp.test,131072,32,7.661047
tsp.test,1162511,8,112.602272
tsp.test,4096,32,3.872428
tsp.test,262144,1,139.38276
tsp.test,32768,32,2.017091
tsp.test,32768,1,16.938433
tsp.test,262144,32,15.845904
tsp.test,8192,1,5.317727
tsp.test,524288,1,212.06269
tsp.test,32768,8,3.719127
hotline.test,1216433,8,73.102469
hotline.test,131072,1,52.121055
hotline.test,1048576,16,37.37208
hotline.test,4096,32,4.602201
hotline.test,32768,1,15.114873
hotline.test,16384,8,1.860227
hotline.test,256,8,0.035829
hotline.test,4096,8,0.488471
hotline.test,256,16,0.034851
hotline.test,131072,32,6.129983
hotline.test,262144,8,18.370043
hotline.test,131072,8,10.622324
hotline.test,262144,32,10.200551
hotline.test,1216433,1,256.707913
hotline.test,1048576,8,65.47774
hotline.test,65536,8,6.390422
hotline.test,16384,1,7.537497
hotline.test,524288,8,36.504162
hotline.test,262144,16,13.725169
hotline.test,256,32,4.093685
hotline.test,16384,32,5.068393
hotline.test,65536,16,5.951328
hotline.test,8192,1,5.517892
hotline.test,4096,1,3.268928
hotline.test,524288,32,15.705662
hotline.test,65536,32,3.363983
hotline.test,8192,8,0.937552
hotline.test,32768,16,3.410427
hotline.test,8192,16,0.867012
hotline.test,4096,16,0.460325
hotline.test,524288,16,27.778661
hotline.test,1216433,32,39.30152
hotline.test,262144,1,93.850264
hotline.test,1216433,16,36.862378
hotline.test,16384,16,1.719845
hotline.test,32768,32,1.746455
hotline.test,131072,16,10.018055
hotline.test,65536,1,29.974756
hotline.test,1048576,1,248.434916
hotline.test,524288,1,188.39042
hotline.test,32768,8,3.6423
hotline.test,256,1,0.23327
hotline.test,8192,32,0.444052
hotline.test,1048576,32,32.936451
rtp.test,524288,32,22.304559
rtp.test,8192,16,1.035329
rtp.test,256,8,0.041207
rtp.test,524288,8,37.038937
rtp.test,65536,32,3.913424
rtp.test,16384,32,5.193409
rtp.test,65536,8,7.978964
rtp.test,1536723,16,54.399631
rtp.test,262144,8,18.202004
rtp.test,131072,8,13.898166
rtp.test,262144,1,110.165499
rtp.test,256,1,0.112375
rtp.test,32768,16,2.269777
rtp.test,65536,1,35.325028
rtp.test,8192,8,1.137787
rtp.test,8192,1,6.831539
rtp.test,524288,16,35.264126
rtp.test,131072,32,7.269446
rtp.test,32768,8,3.685323
rtp.test,16384,8,2.098036
rtp.test,1536723,1,648.285209
rtp.test,524288,1,219.922986
rtp.test,1536723,32,50.665629
rtp.test,16384,1,8.870001
rtp.test,1048576,16,37.905529
rtp.test,8192,32,4.504702
rtp.test,16384,16,1.145329
rtp.test,65536,16,6.507057
rtp.test,256,16,0.039461
rtp.test,256,32,4.436188
rtp.test,4096,8,0.562293
rtp.test,1536723,8,149.710695
rtp.test,262144,16,17.501006
rtp.test,4096,32,4.267102
rtp.test,1048576,32,33.583043
rtp.test,1048576,8,106.718267
rtp.test,32768,32,5.998332
rtp.test,1048576,1,441.171771
rtp.test,131072,16,7.728164
rtp.test,262144,32,10.951416
rtp.test,131072,1,56.914062
rtp.test,4096,1,2.063675
rtp.test,32768,1,17.928505
rtp.test,4096,16,0.314915
dns.test,8192,32,5.056939
dns.test,1048576,16,79.719038
dns.test,32768,32,4.432696
dns.test,16384,16,2.575264
dns.test,4194304,16,232.951076
dns.test,8533671,1,2080.029607
dns.test,524288,32,27.793049
dns.test,65536,8,8.996065
dns.test,4194304,1,1952.124378
dns.test,131072,8,16.6539
dns.test,131072,32,9.644124
dns.test,65536,32,5.169872
dns.test,8533671,8,616.875376
dns.test,1048576,8,135.716084
dns.test,1048576,1,562.920912
dns.test,4194304,8,385.396488
dns.test,4096,16,0.703303
dns.test,32768,16,4.766049
dns.test,131072,1,91.604234
dns.test,4096,1,4.201032
dns.test,8192,8,1.409191
dns.test,262144,1,140.537587
dns.test,1048576,32,45.62231
dns.test,2097152,8,163.631776
dns.test,2097152,32,110.224939
dns.test,256,1,0.19367
dns.test,262144,8,23.940945
dns.test,65536,1,46.04094
dns.test,262144,32,15.386348
dns.test,8533671,32,234.284209
dns.test,524288,1,285.751828
dns.test,32768,8,5.086901
dns.test,32768,1,23.096423
dns.test,16384,8,2.595866
dns.test,524288,8,55.010396
dns.test,8192,1,5.885887
dns.test,16384,1,11.475437
dns.test,4194304,32,191.603689
dns.test,8192,16,0.800662
dns.test,16384,32,1.318677
dns.test,256,16,0.050356
dns.test,65536,16,5.255708
dns.test,262144,16,16.583988
dns.test,2097152,1,1125.826529
dns.test,2097152,16,154.700872
dns.test,256,32,4.469573
dns.test,524288,16,43.771792
dns.test,256,8,0.060762
dns.test,4096,8,0.726351
dns.test,8533671,16,424.487996
dns.test,4096,32,4.694462
dns.test,131072,16,12.950837
ssl.test,65536,16,11.523418
ssl.test,524288,32,32.129016
ssl.test,16384,1,17.286873
ssl.test,131072,1,109.773344
ssl.test,131072,32,15.863434
ssl.test,32768,8,5.208286
ssl.test,256,1,0.55922
ssl.test,32768,32,6.219798
ssl.test,1048576,32,45.02377
ssl.test,131072,8,19.043454
ssl.test,4096,8,1.079469
ssl.test,1048576,8,106.96935
ssl.test,524288,8,86.877437
ssl.test,4096,1,5.508464
ssl.test,256,16,0.06628
ssl.test,1475251,8,148.875049
ssl.test,32768,1,33.950969
ssl.test,16384,16,2.06137
ssl.test,16384,32,1.841719
ssl.test,4096,16,0.62983
ssl.test,262144,16,24.534249
ssl.test,8192,16,2.106208
ssl.test,65536,32,8.063962
ssl.test,4096,32,0.5155
ssl.test,8192,1,12.067133
ssl.test,131072,16,17.084891
ssl.test,1475251,1,192.884372
ssl.test,1048576,16,77.557516
ssl.test,256,8,0.077454
ssl.test,1475251,32,67.448318
ssl.test,262144,32,25.057709
ssl.test,8192,32,4.640475
ssl.test,262144,8,45.211992
ssl.test,16384,8,3.281081
ssl.test,524288,16,34.80925
ssl.test,256,32,0.047702
ssl.test,65536,8,12.040105
ssl.test,524288,1,166.234975
ssl.test,65536,1,67.970522
ssl.test,262144,1,158.058639
ssl.test,8192,8,1.76168
ssl.test,1475251,16,97.398979
ssl.test,32768,16,6.587583
ssl.test,1048576,1,226.142654
aim.test,8192,32,0.435182
aim.test,8192,16,0.952288
aim.test,65536,1,29.517643
aim.test,4096,16,0.288794
aim.test,65536,32,3.275982
aim.test,1048576,1,395.970747
aim.test,32768,1,14.701411
aim.test,524288,1,199.216538
aim.test,262144,16,20.280904
aim.test,8192,1,3.689932
aim.test,32768,16,4.045216
aim.test,1048576,16,57.431588
aim.test,32768,32,1.852614
aim.test,131072,16,11.996035
aim.test,16384,16,1.841719
aim.test,4096,1,3.813552
aim.test,256,16,0.038902
aim.test,4096,8,0.777615
aim.test,1344963,32,40.625155
aim.test,1344963,16,48.351363
aim.test,32768,8,3.557723
aim.test,262144,8,20.339571
aim.test,262144,32,11.063861
aim.test,262144,1,111.877383
aim.test,131072,1,49.536991
aim.test,65536,8,6.636962
aim.test,1344963,8,86.027532
aim.test,524288,8,33.605741
aim.test,4096,32,0.252268
aim.test,16384,1,7.357236
aim.test,256,8,0.038204
aim.test,8192,8,0.943977
aim.test,524288,16,18.251312
aim.test,65536,16,3.806707
aim.test,16384,8,2.016741
aim.test,1048576,8,66.986384
aim.test,16384,32,0.961368
aim.test,256,1,0.27329
aim.test,131072,32,6.510339
aim.test,1344963,1,507.218998
aim.test,1048576,32,35.163205
aim.test,524288,32,21.609078
aim.test,131072,8,10.962451
aim.test,256,32,2.053338
