Fsm,No_of_testcases,No_of_threads,Time taken
poco.test,8192,32,4.762837
poco.test,16384,1,6.731807
poco.test,16384,16,1.569965
poco.test,16384,8,1.597274
poco.test,16384,32,0.795843
poco.test,32768,1,13.475068
poco.test,32768,16,2.916998
poco.test,32768,8,3.140002
poco.test,32768,32,5.702135
poco.test,65536,1,20.709035
poco.test,65536,16,5.502179
poco.test,65536,8,5.997284
poco.test,65536,32,3.132598
poco.test,131072,1,53.931211
poco.test,131072,16,9.156004
poco.test,131072,8,9.886475
poco.test,131072,32,5.230915
poco.test,192537,1,60.719799
poco.test,192537,16,14.103291
poco.test,192537,8,13.41242
poco.test,192537,32,9.423846
qq.test,256,1,0.363105
qq.test,256,16,0.033175
qq.test,256,8,0.054547
qq.test,256,32,0.034711
qq.test,4096,1,2.675556
qq.test,4096,16,0.7223
qq.test,4096,8,0.689615
qq.test,4096,32,0.337543
qq.test,8192,1,5.319683
qq.test,8192,16,1.332715
qq.test,8192,8,1.345146
qq.test,8192,32,4.92857
qq.test,16384,1,10.620369
qq.test,16384,16,2.482095
qq.test,16384,8,2.179193
qq.test,16384,32,1.342632
qq.test,32768,1,16.307697
qq.test,32768,16,2.542298
qq.test,32768,8,4.582925
qq.test,32768,32,2.453321
qq.test,65536,1,32.409152
qq.test,65536,16,8.446763
qq.test,65536,8,8.734301
qq.test,65536,32,4.78337
qq.test,131072,1,38.7048
qq.test,131072,16,8.341163
qq.test,131072,8,13.761767
qq.test,131072,32,9.837586
qq.test,262144,1,43.173115
qq.test,262144,16,13.997621
qq.test,262144,8,22.740303
qq.test,262144,32,9.088746
qq.test,448824,1,48.736335
qq.test,448824,32,15.565073
rlogin.test,256,1,0.096731
rlogin.test,256,16,0.015156
rlogin.test,256,8,0.016064
rlogin.test,256,32,0.019555
rlogin.test,4096,1,1.1146
rlogin.test,4096,16,0.155816
rlogin.test,4096,8,0.184661
rlogin.test,4096,32,4.505611
rlogin.test,8192,1,1.647211
rlogin.test,8192,16,0.304998
rlogin.test,8192,8,0.367436
rlogin.test,8192,32,0.149112
rlogin.test,16384,1,2.983696
rlogin.test,16384,16,0.606434
rlogin.test,16384,8,0.739062
rlogin.test,16384,32,0.26449
rlogin.test,16488,1,2.904077
rlogin.test,16488,16,0.57291
rlogin.test,16488,8,0.760224
rlogin.test,16488,32,0.290261
rtp.test,256,1,0.143734
rtp.test,256,16,0.041625
rtp.test,256,8,0.044629
rtp.test,256,32,4.428786
rtp.test,4096,1,1.694284
rtp.test,4096,16,0.316242
rtp.test,4096,8,0.574935
rtp.test,4096,32,3.222833
rtp.test,8192,1,3.384167
rtp.test,8192,16,1.047202
rtp.test,8192,8,1.053628
rtp.test,8192,32,4.473484
rtp.test,16384,1,6.77001
rtp.test,16384,16,2.089306
rtp.test,16384,8,1.953535
rtp.test,16384,32,4.834355
rtp.test,32768,1,13.559507
rtp.test,32768,16,3.670517
rtp.test,32768,8,3.428167
rtp.test,32768,32,5.671614
rtp.test,65536,1,27.18606
rtp.test,65536,16,3.936962
rtp.test,65536,8,5.90642
rtp.test,65536,32,4.179661
rtp.test,131072,1,54.095059
rtp.test,131072,16,14.435038
rtp.test,131072,8,12.378068
rtp.test,131072,32,10.041243
rtp.test,262144,1,145.667524
rtp.test,262144,16,19.011748
rtp.test,262144,8,24.614149
rtp.test,262144,32,11.657584
rtp.test,524288,1,220.876908
rtp.test,524288,16,19.379044
rtp.test,524288,8,37.310205
rtp.test,524288,32,18.641239
rtp.test,1048576,1,441.865632
rtp.test,1048576,16,39.716034
rtp.test,1048576,8,74.613566
rtp.test,1048576,32,35.266156
rtp.test,1536723,1,646.980024
rtp.test,1536723,16,63.886061
rtp.test,1536723,8,148.321639
rtp.test,1536723,32,51.110246
runesofmagic.test,256,1,0.116147
runesofmagic.test,256,16,0.03541
runesofmagic.test,256,8,0.038133
runesofmagic.test,256,32,0.025772
runesofmagic.test,4096,1,1.884601
runesofmagic.test,4096,16,0.265817
runesofmagic.test,4096,8,0.490496
runesofmagic.test,4096,32,3.672263
runesofmagic.test,8192,1,3.7618
runesofmagic.test,8192,16,0.536452
runesofmagic.test,8192,8,0.956548
runesofmagic.test,8192,32,4.736367
runesofmagic.test,16384,1,7.532678
runesofmagic.test,16384,16,1.729413
runesofmagic.test,16384,8,1.760912
runesofmagic.test,16384,32,5.13593
runesofmagic.test,32768,1,15.074158
runesofmagic.test,32768,16,3.218852
runesofmagic.test,32768,8,3.295887
runesofmagic.test,32768,32,5.766109
runesofmagic.test,65536,1,23.150203
runesofmagic.test,65536,16,5.931634
runesofmagic.test,65536,8,6.631514
runesofmagic.test,65536,32,3.221296
runesofmagic.test,131072,1,46.200183
runesofmagic.test,131072,16,6.663571
runesofmagic.test,131072,8,10.570781
runesofmagic.test,131072,32,5.992046
runesofmagic.test,262144,1,93.74202
runesofmagic.test,262144,16,16.321386
runesofmagic.test,262144,8,17.26208
runesofmagic.test,262144,32,9.6333
runesofmagic.test,524288,1,198.380071
runesofmagic.test,524288,16,27.417515
runesofmagic.test,524288,8,41.561803
runesofmagic.test,524288,32,23.958408
shoutcast.test,2,1,0.001746
shoutcast.test,2,16,0.017111
shoutcast.test,2,8,0.007752
shoutcast.test,2,32,0.024584
skypetoskype.test,256,1,0.25995
skypetoskype.test,256,16,0.039251
skypetoskype.test,256,8,0.035549
skypetoskype.test,256,32,0.025562
skypetoskype.test,4096,1,1.842417
skypetoskype.test,4096,16,0.44915
skypetoskype.test,4096,8,0.446566
skypetoskype.test,4096,32,0.230057
skypetoskype.test,8192,1,4.319344
skypetoskype.test,8192,16,0.867081
skypetoskype.test,8192,8,0.942371
skypetoskype.test,8192,32,5.9111
skypetoskype.test,16384,1,7.277268
skypetoskype.test,16384,16,1.429305
skypetoskype.test,16384,8,1.780118
skypetoskype.test,16384,32,0.926376
skypetoskype.test,32768,1,14.69415
skypetoskype.test,32768,16,1.844233
skypetoskype.test,32768,8,3.180998
skypetoskype.test,32768,32,1.685483
skypetoskype.test,65536,1,29.264611
skypetoskype.test,65536,16,3.438294
skypetoskype.test,65536,8,6.265476
skypetoskype.test,65536,32,3.125893
skypetoskype.test,131072,1,44.716192
skypetoskype.test,131072,16,9.488798
skypetoskype.test,131072,8,10.364051
skypetoskype.test,131072,32,9.500042
skypetoskype.test,262144,1,68.001678
skypetoskype.test,262144,16,10.84421
skypetoskype.test,262144,8,17.666672
skypetoskype.test,262144,32,10.254958
skypetoskype.test,524288,1,98.591809
skypetoskype.test,524288,16,18.659607
skypetoskype.test,524288,8,30.268372
skypetoskype.test,524288,32,16.01548
skypetoskype.test,832623,1,84.034618
skypetoskype.test,832623,16,28.191567
skypetoskype.test,832623,8,41.156443
skypetoskype.test,832623,32,17.53977
smtp.test,256,1,0.05706
smtp.test,256,16,0.016203
smtp.test,256,8,0.019625
smtp.test,256,32,0.019485
smtp.test,4096,1,0.888663
smtp.test,4096,16,0.216369
smtp.test,4096,8,0.225238
smtp.test,4096,32,0.133257
smtp.test,8192,1,1.812036
smtp.test,8192,16,0.439373
smtp.test,8192,8,0.448383
smtp.test,8192,32,2.362037
smtp.test,16384,1,3.532511
smtp.test,16384,16,0.807786
smtp.test,16384,8,0.965488
smtp.test,16384,32,4.83673
smtp.test,19703,1,4.368303
smtp.test,19703,16,0.961158
smtp.test,19703,8,1.005088
smtp.test,19703,32,4.837428
soribada.test,256,1,0.117054
soribada.test,256,16,0.040159
soribada.test,256,8,0.038622
soribada.test,256,32,0.025004
soribada.test,4096,1,1.443064
soribada.test,4096,16,0.496432
soribada.test,4096,8,0.481766
soribada.test,4096,32,4.254881
soribada.test,8192,1,2.900515
soribada.test,8192,16,0.940066
soribada.test,8192,8,0.897672
soribada.test,8192,32,0.460814
soribada.test,16384,1,5.741525
soribada.test,16384,16,1.761261
soribada.test,16384,8,1.753229
soribada.test,16384,32,4.73078
soribada.test,32768,1,11.48312
soribada.test,32768,16,3.464205
soribada.test,32768,8,3.641393
soribada.test,32768,32,1.765103
soribada.test,65536,1,22.983282
soribada.test,65536,16,3.573367
soribada.test,65536,8,6.348029
soribada.test,65536,32,3.433894
soribada.test,131072,1,46.173783
soribada.test,131072,16,10.167098
soribada.test,131072,8,13.157499
soribada.test,131072,32,6.259539
soribada.test,262144,1,123.646867
soribada.test,262144,16,19.999516
soribada.test,262144,8,20.503701
soribada.test,262144,32,11.150466
soribada.test,386128,1,138.310077
soribada.test,386128,16,20.764698
soribada.test,386128,8,29.231018
soribada.test,386128,32,15.116342
soulseek.test,256,1,0.123829
soulseek.test,256,16,0.025562
soulseek.test,256,8,0.038064
soulseek.test,256,32,4.406716
soulseek.test,4096,1,3.245881
soulseek.test,4096,16,0.463118
soulseek.test,4096,8,0.476737
soulseek.test,4096,32,0.240394
soulseek.test,8192,1,3.754327
soulseek.test,8192,16,0.517036
soulseek.test,8192,8,0.897533
soulseek.test,8192,32,0.416814
soulseek.test,16384,1,7.475898
soulseek.test,16384,16,1.72648
soulseek.test,16384,8,1.741775
soulseek.test,16384,32,5.134114
soulseek.test,32768,1,15.002291
soulseek.test,32768,16,3.208446
soulseek.test,32768,8,3.621488
soulseek.test,32768,32,1.767059
soulseek.test,65536,1,29.90415
soulseek.test,65536,16,5.956497
soulseek.test,65536,8,7.543225
soulseek.test,65536,32,6.606023
soulseek.test,131072,1,45.750683
soulseek.test,131072,16,9.498017
soulseek.test,131072,8,12.465859
soulseek.test,131072,32,9.043838
soulseek.test,262144,1,93.550165
soulseek.test,262144,16,15.97595
soulseek.test,262144,8,18.112749
soulseek.test,262144,32,10.997023
soulseek.test,524288,1,187.125612
soulseek.test,524288,16,29.117315
soulseek.test,524288,8,36.724375
soulseek.test,524288,32,18.205848
soulseek.test,587438,1,210.88609
soulseek.test,587438,16,31.078742
soulseek.test,587438,8,35.476449
soulseek.test,587438,32,23.722553
ssh.test,17,1,0.002305
ssh.test,17,16,0.009219
ssh.test,17,8,0.005657
ssh.test,17,32,4.081603
ssl.test,256,1,0.254782
ssl.test,256,16,0.046025
ssl.test,256,8,0.078711
ssl.test,256,32,0.047352
ssl.test,4096,1,4.244054
ssl.test,4096,16,0.566973
ssl.test,4096,8,1.096301
ssl.test,4096,32,4.840431
ssl.test,8192,1,8.513183
ssl.test,8192,16,1.110688
ssl.test,8192,8,1.986011
ssl.test,8192,32,1.019196
ssl.test,16384,1,16.995635
ssl.test,16384,16,2.050894
ssl.test,16384,8,3.459107
ssl.test,16384,32,2.135541
ssl.test,32768,1,26.534859
ssl.test,32768,16,6.81387
ssl.test,32768,8,6.663433
ssl.test,32768,32,3.67359
ssl.test,65536,1,52.096965
ssl.test,65536,16,10.698172
ssl.test,65536,8,12.007001
ssl.test,65536,32,9.979224
ssl.test,131072,1,104.301486
ssl.test,131072,16,15.317695
ssl.test,131072,8,20.110005
ssl.test,131072,32,15.568286
ssl.test,262144,1,211.221468
ssl.test,262144,16,34.507189
ssl.test,262144,8,42.469322
ssl.test,262144,32,20.744444
ssl.test,524288,1,312.985824
ssl.test,524288,16,43.565065
ssl.test,524288,8,103.37455
ssl.test,524288,32,38.148861
ssl.test,1048576,1,328.621647
ssl.test,1048576,16,69.615015
ssl.test,1048576,8,139.942412
ssl.test,1048576,32,62.185492
ssl.test,1475251,1,340.747029
ssl.test,1475251,16,98.661929
ssl.test,1475251,8,156.46068
ssl.test,1475251,32,81.032274
stun.test,256,1,0.161613
stun.test,256,16,0.035479
stun.test,256,8,0.039251
stun.test,256,32,2.596076
stun.test,4096,1,2.010246
stun.test,4096,16,0.468846
stun.test,4096,8,0.481208
stun.test,4096,32,1.439293
stun.test,8192,1,4.173305
stun.test,8192,16,0.923025
stun.test,8192,8,0.86764
stun.test,8192,32,4.752291
stun.test,16384,1,7.358285
stun.test,16384,16,0.941812
stun.test,16384,8,1.862462
stun.test,16384,32,5.10939
stun.test,32768,1,14.715731
stun.test,32768,16,1.943687
stun.test,32768,8,3.423976
stun.test,32768,32,1.706435
stun.test,65536,1,22.366372
stun.test,65536,16,5.854948
stun.test,65536,8,6.335736
stun.test,65536,32,6.495603
stun.test,131072,1,58.559254
stun.test,131072,16,9.969168
stun.test,131072,8,12.70779
stun.test,131072,32,5.892942
stun.test,262144,1,91.624846
stun.test,262144,16,17.167096
stun.test,262144,8,17.675681
stun.test,262144,32,10.090342
stun.test,524288,1,189.562939
stun.test,524288,16,22.287171
stun.test,524288,8,36.631556
stun.test,524288,32,21.662091
stun.test,961147,1,340.70673
stun.test,961147,16,28.383701
stun.test,961147,8,85.879828
stun.test,961147,32,27.131304
subspace.test,256,1,0.253455
subspace.test,256,16,0.027378
subspace.test,256,8,0.038343
subspace.test,256,32,0.027867
subspace.test,4096,1,2.243587
subspace.test,4096,16,0.452363
subspace.test,4096,8,0.463468
subspace.test,4096,32,0.206242
subspace.test,8192,1,5.687119
subspace.test,8192,16,0.853533
subspace.test,8192,8,0.862821
subspace.test,8192,32,4.521255
subspace.test,16384,1,7.214062
subspace.test,16384,16,0.935456
subspace.test,16384,8,1.916938
subspace.test,16384,32,3.56799
subspace.test,32768,1,14.42959
subspace.test,32768,16,3.123519
subspace.test,32768,8,2.941861
subspace.test,32768,32,1.817275
subspace.test,65536,1,28.795766
subspace.test,65536,16,3.475939
subspace.test,65536,8,6.233767
subspace.test,65536,32,3.214104
subspace.test,131072,1,57.952612
subspace.test,131072,16,9.3906
subspace.test,131072,8,12.447351
subspace.test,131072,32,9.522113
subspace.test,262144,1,90.475116
subspace.test,262144,16,17.736862
subspace.test,262144,8,17.556253
subspace.test,262144,32,10.034469
subspace.test,524288,1,179.999341
subspace.test,524288,16,17.166048
subspace.test,524288,8,38.2157
subspace.test,524288,32,15.90988
subspace.test,641104,1,220.27208
subspace.test,641104,16,36.325022
subspace.test,641104,8,37.040408
subspace.test,641104,32,20.020119
teamfortress2.test,256,1,0.573049
teamfortress2.test,256,16,0.088629
teamfortress2.test,256,8,0.090026
teamfortress2.test,256,32,2.552286
teamfortress2.test,4096,1,6.742423
teamfortress2.test,4096,16,1.043711
teamfortress2.test,4096,8,1.018847
teamfortress2.test,4096,32,4.800481
teamfortress2.test,8192,1,8.127169
teamfortress2.test,8192,16,2.024354
teamfortress2.test,8192,8,1.899268
teamfortress2.test,8192,32,5.21506
teamfortress2.test,16384,1,16.109766
teamfortress2.test,16384,16,3.526923
teamfortress2.test,16384,8,3.671495
teamfortress2.test,16384,32,1.958423
teamfortress2.test,32768,1,32.142498
teamfortress2.test,32768,16,6.690321
teamfortress2.test,32768,8,5.171549
teamfortress2.test,32768,32,7.400748
teamfortress2.test,65536,1,49.591124
teamfortress2.test,65536,16,11.37752
teamfortress2.test,65536,8,11.646898
teamfortress2.test,65536,32,7.403193
teamfortress2.test,131072,1,97.924893
teamfortress2.test,131072,16,16.867266
teamfortress2.test,131072,8,23.43334
teamfortress2.test,131072,32,11.548491
teamfortress2.test,262144,1,198.188148
teamfortress2.test,262144,16,17.89652
teamfortress2.test,262144,8,32.336028
teamfortress2.test,262144,32,17.057934
teamfortress2.test,524288,1,395.317289
teamfortress2.test,524288,16,33.051065
teamfortress2.test,524288,8,65.598363
teamfortress2.test,524288,32,34.997755
teamfortress2.test,768364,1,580.790174
teamfortress2.test,768364,16,93.309212
teamfortress2.test,768364,8,138.446757
teamfortress2.test,768364,32,50.117938
teamspeak.test,256,1,0.866174
teamspeak.test,256,16,0.124807
teamspeak.test,256,8,0.123759
teamspeak.test,256,32,0.075498
teamspeak.test,4096,1,6.668112
teamspeak.test,4096,16,1.635267
teamspeak.test,4096,8,1.599159
teamspeak.test,4096,32,0.878326
teamspeak.test,8192,1,13.476115
teamspeak.test,8192,16,1.763775
teamspeak.test,8192,8,2.958623
teamspeak.test,8192,32,5.658204
teamspeak.test,16384,1,26.978212
teamspeak.test,16384,16,5.537657
teamspeak.test,16384,8,4.449948
teamspeak.test,16384,32,3.165214
teamspeak.test,32768,1,41.29438
teamspeak.test,32768,16,5.993304
teamspeak.test,32768,8,8.00355
teamspeak.test,32768,32,6.289431
teamspeak.test,65536,1,93.58788
teamspeak.test,65536,16,12.093325
teamspeak.test,65536,8,15.898426
teamspeak.test,65536,32,10.574204
teamspeak.test,131072,1,165.112987
teamspeak.test,131072,16,15.659499
teamspeak.test,131072,8,32.992398
teamspeak.test,131072,32,18.566439
teamspeak.test,262144,1,331.103114
teamspeak.test,262144,16,50.649012
teamspeak.test,262144,8,54.914299
teamspeak.test,262144,32,36.381314
teamspeak.test,524288,1,665.088652
teamspeak.test,524288,16,87.234334
teamspeak.test,524288,8,149.796829
teamspeak.test,524288,32,60.547151
teamspeak.test,704354,1,890.401329
teamspeak.test,704354,16,134.794189
teamspeak.test,704354,8,146.856854
teamspeak.test,704354,32,78.65103
telnet.test,256,1,0.049028
telnet.test,256,16,0.02207
telnet.test,256,8,0.023118
telnet.test,256,32,0.019974
telnet.test,2542,1,0.683468
telnet.test,2542,16,0.156654
telnet.test,2542,8,0.163988
telnet.test,2542,32,4.477884
tftp.test,256,1,0.135633
tftp.test,256,16,0.044139
tftp.test,256,8,0.044978
tftp.test,256,32,4.150257
tftp.test,4096,1,2.216488
tftp.test,4096,16,0.578636
tftp.test,4096,8,0.574655
tftp.test,4096,32,2.386971
tftp.test,8192,1,4.429135
tftp.test,8192,16,1.158949
tftp.test,8192,8,1.06578
tftp.test,8192,32,4.858031
tftp.test,16384,1,8.806447
tftp.test,16384,16,1.16251
tftp.test,16384,8,1.935446
tftp.test,16384,32,5.258223
tftp.test,32768,1,17.615129
tftp.test,32768,16,3.680644
tftp.test,32768,8,3.39604
tftp.test,32768,32,5.562032
tftp.test,65536,1,26.836644
tftp.test,65536,16,6.612238
tftp.test,65536,8,5.772745
tftp.test,65536,32,4.597033
tftp.test,131072,1,70.394026
tftp.test,131072,16,11.319342
tftp.test,131072,8,11.782391
tftp.test,131072,32,10.973627
tsp.test,256,1,0.293404
tsp.test,256,16,0.038413
tsp.test,256,8,0.040088
tsp.test,256,32,0.026819
tsp.test,4096,1,2.10991
tsp.test,4096,16,0.55929
tsp.test,4096,8,0.551049
tsp.test,4096,32,0.24235
tsp.test,8192,1,4.248525
tsp.test,8192,16,1.014238
tsp.test,8192,8,1.013749
tsp.test,8192,32,4.809351
tsp.test,16384,1,8.477703
tsp.test,16384,16,1.892982
tsp.test,16384,8,2.156844
tsp.test,16384,32,1.024574
tsp.test,32768,1,16.998289
tsp.test,32768,16,2.188691
tsp.test,32768,8,3.467907
tsp.test,32768,32,5.938967
tsp.test,65536,1,25.936876
tsp.test,65536,16,6.627324
tsp.test,65536,8,7.004887
tsp.test,65536,32,6.971712
tsp.test,131072,1,51.842323
tsp.test,131072,16,10.542844
tsp.test,131072,8,14.416391
tsp.test,131072,32,6.977649
tsp.test,262144,1,106.095504
tsp.test,262144,16,19.057215
tsp.test,262144,8,18.440445
tsp.test,262144,32,15.915397
tsp.test,524288,1,212.92085
tsp.test,524288,16,33.314506
tsp.test,524288,8,41.38706
tsp.test,524288,32,17.71158
tsp.test,1048576,1,425.294143
tsp.test,1048576,16,45.251317
tsp.test,1048576,8,95.796615
tsp.test,1048576,32,35.989853
tsp.test,1162511,1,470.177186
tsp.test,1162511,16,72.643968
tsp.test,1162511,8,114.532698
tsp.test,1162511,32,37.372364
uucp.test,5,1,0.002444
uucp.test,5,16,0.018788
uucp.test,5,8,0.010966
uucp.test,5,32,4.408252
ventrilo.test,256,1,0.203448
ventrilo.test,256,16,0.029473
ventrilo.test,256,8,0.03101
ventrilo.test,256,32,0.02612
ventrilo.test,4096,1,0.490218
ventrilo.test,4096,16,0.206661
ventrilo.test,4096,8,0.373512
ventrilo.test,4096,32,4.406646
ventrilo.test,8192,1,0.621309
ventrilo.test,8192,16,0.346833
ventrilo.test,8192,8,0.378261
ventrilo.test,8192,32,4.461472
ventrilo.test,16384,1,0.927425
ventrilo.test,16384,16,0.377842
ventrilo.test,16384,8,0.420026
ventrilo.test,16384,32,4.490036
ventrilo.test,32768,1,1.428607
ventrilo.test,32768,16,0.423448
ventrilo.test,32768,8,0.4979
ventrilo.test,32768,32,4.638869
ventrilo.test,64267,32,0.716922
vnc.test,2,1,0.001816
vnc.test,2,16,0.011943
vnc.test,2,8,0.012641
vnc.test,2,32,4.421033
whois.test,256,1,0.051124
whois.test,256,16,0.018927
whois.test,256,8,0.018159
whois.test,256,32,4.416633
whois.test,4096,1,0.898231
whois.test,4096,16,0.117613
whois.test,4096,8,0.205124
whois.test,4096,32,0.094566
whois.test,8192,1,1.009279
whois.test,8192,16,0.22454
whois.test,8192,8,0.411087
whois.test,8192,32,4.581739
whois.test,16384,1,1.279146
whois.test,16384,16,0.420027
whois.test,16384,8,0.759386
whois.test,16384,32,4.474392
whois.test,26793,1,1.620042
whois.test,26793,16,0.675995
whois.test,26793,8,0.973171
whois.test,26793,32,0.517664
worldofwarcraft.test,2,1,0.002724
worldofwarcraft.test,2,16,0.011663
worldofwarcraft.test,2,8,0.010057
worldofwarcraft.test,2,32,0.017042
x11.test,759,1,0.327137
x11.test,759,16,0.045257
x11.test,759,8,0.052032
x11.test,759,32,0.035619
xboxlive.test,256,1,0.236553
xboxlive.test,256,16,0.034991
xboxlive.test,256,8,0.03534
xboxlive.test,256,32,0.026889
xboxlive.test,4096,1,1.714119
xboxlive.test,4096,16,0.434134
xboxlive.test,4096,8,0.437836
xboxlive.test,4096,32,0.227683
xboxlive.test,8192,1,3.420555
xboxlive.test,8192,16,0.882377
xboxlive.test,8192,8,0.869666
xboxlive.test,8192,32,0.38769
xboxlive.test,16384,1,6.825744
xboxlive.test,16384,16,1.589382
xboxlive.test,16384,8,1.606982
xboxlive.test,16384,32,0.882027
xboxlive.test,32768,1,14.708258
xboxlive.test,32768,16,3.236871
xboxlive.test,32768,8,2.812794
xboxlive.test,32768,32,1.604956
xboxlive.test,65536,1,27.247591
xboxlive.test,65536,16,5.62063
xboxlive.test,65536,8,5.969557
xboxlive.test,65536,32,3.239036
xboxlive.test,131072,1,55.16084
xboxlive.test,131072,16,6.872607
xboxlive.test,131072,8,9.933618
xboxlive.test,131072,32,5.631386
xboxlive.test,262144,1,85.814946
xboxlive.test,262144,16,15.255884
xboxlive.test,262144,8,18.02426
xboxlive.test,262144,32,9.335636
xboxlive.test,448319,1,146.201811
xboxlive.test,448319,16,15.230672
xboxlive.test,448319,8,26.850821
xboxlive.test,448319,32,19.804099
yahoo.test,256,1,0.240115
yahoo.test,256,16,0.040787
yahoo.test,256,8,0.063835
yahoo.test,256,32,4.463287
yahoo.test,4096,1,3.705997
yahoo.test,4096,16,0.952777
yahoo.test,4096,8,0.937622
yahoo.test,4096,32,4.779669
yahoo.test,8192,1,7.330348
yahoo.test,8192,16,1.782493
yahoo.test,8192,8,1.732696
yahoo.test,8192,32,0.906262
yahoo.test,16384,1,14.571299
yahoo.test,16384,16,3.275005
yahoo.test,16384,8,3.7706
yahoo.test,16384,32,1.781096
yahoo.test,32768,1,29.135824
yahoo.test,32768,16,6.14486
yahoo.test,32768,8,4.810957
yahoo.test,32768,32,3.320332
yahoo.test,65536,1,59.00149
yahoo.test,65536,16,10.579721
yahoo.test,65536,8,10.449956
yahoo.test,65536,32,7.35556
yahoo.test,131072,1,89.143309
yahoo.test,131072,16,14.94551
yahoo.test,131072,8,22.033787
yahoo.test,131072,32,10.514419
yahoo.test,262144,1,187.011701
yahoo.test,262144,16,17.09481
yahoo.test,262144,8,38.42676
yahoo.test,262144,32,17.758304
yahoo.test,524288,1,361.235015
yahoo.test,524288,16,70.632325
yahoo.test,524288,8,65.785469
yahoo.test,524288,32,31.681684
yahoo.test,1048576,1,724.013526
yahoo.test,1048576,16,116.951447
yahoo.test,1048576,8,164.738148
yahoo.test,1048576,32,81.380433
yahoo.test,2097152,1,1449.94818
yahoo.test,2097152,16,167.655565
yahoo.test,2097152,8,278.575156
yahoo.test,2097152,32,112.689583
yahoo.test,2627405,1,1815.839454
yahoo.test,2627405,16,191.467026
yahoo.test,2627405,8,255.309576
yahoo.test,2627405,32,141.228751
