FSM,Test-Cases,No_of_threads,Total CPU,Execution GPU,Total GPU
rlogin.test,16384,32,1.92241375,1.78025632,6.70149357
rlogin.test,16384,8,3.276891,1.78025632,6.70149357
rlogin.test,16384,4,5.39557002,1.78025632,6.70149357
rlogin.test,16384,1,13.50603392,1.78025632,6.70149357
rlogin.test,4096,32,0.64105557,0.56448544,1.95000539
rlogin.test,4096,8,0.44829361,0.56448544,1.95000539
rlogin.test,4096,4,0.73853237,0.56448544,1.95000539
rlogin.test,4096,1,1.56809376,0.56448544,1.95000539
rlogin.test,256,32,0.13892617,0.31841952,0.73124582
rlogin.test,256,8,0.01718656,0.31841952,0.73124582
rlogin.test,256,4,0.02978377,0.31841952,0.73124582
rlogin.test,256,1,0.04615537,0.31841952,0.73124582
suppl.test,16384,32,1.92241375,1.78025632,6.70149357
suppl.test,16384,8,3.276891,1.78025632,6.70149357
suppl.test,16384,4,5.39557002,1.78025632,6.70149357
suppl.test,16384,1,13.50603392,1.78025632,6.70149357
suppl.test,4096,32,0.64105557,0.56448544,1.95000539
suppl.test,4096,8,0.44829361,0.56448544,1.95000539
rlogin.test,4096,4,0.73853237,0.56448544,1.95000539
suppl.test,4096,1,1.56809376,0.56448544,1.95000539
suppl.test,256,32,0.13892617,0.31841952,0.73124582
suppl.test,256,8,0.01718656,0.31841952,0.73124582
suppl.test,256,4,0.02978377,0.31841952,0.73124582
suppl.test,256,1,0.04615537,0.31841952,0.73124582
