FSM,Testcases,No_of_threads,Total CPU,Execution GPU,Total GPU
poco.test,4096,32,0.285512,0.83408,2.234925
poco.test,4096,8,0.618585,0.83408,2.234925
poco.test,4096,4,1.177526,0.83408,2.234925
poco.test,4096,1,2.190436,0.83408,2.234925
poco.test,256,32,4.442752,0.57952,0.936573
poco.test,256,8,0.03499,0.57952,0.936573
poco.test,256,4,0.056572,0.57952,0.936573
poco.test,256,1,0.081295,0.57952,0.936573
qq.test,448820,32,146.770615,728.646624,845.217796
qq.test,448820,8,243.999502,728.646624,845.217796
qq.test,448820,4,429.730732,728.646624,845.217796
qq.test,448820,1,1067.183589,728.646624,845.217796
qq.test,131072,32,22.083436,21.60928,75.020994
qq.test,131072,8,37.440515,21.60928,75.020994
qq.test,131072,4,72.171464,21.60928,75.020994
qq.test,131072,1,191.357305,21.60928,75.020994
qq.test,65536,32,9.020367,10.832256,34.722288
qq.test,65536,8,11.858025,10.832256,34.722288
qq.test,65536,4,19.167068,10.832256,34.722288
qq.test,65536,1,40.517588,10.832256,34.722288
qq.test,16384,32,5.198087,3.890496,7.734518
qq.test,16384,8,3.040896,3.890496,7.734518
qq.test,16384,4,4.468314,3.890496,7.734518
qq.test,16384,1,9.605429,3.890496,7.734518
qq.test,4096,32,4.613305,3.051744,4.512104
qq.test,4096,8,1.560816,3.051744,4.512104
qq.test,4096,4,1.624441,3.051744,4.512104
qq.test,4096,1,2.895904,3.051744,4.512104
qq.test,256,32,4.421311,0.937344,1.436987
qq.test,256,8,0.045816,0.937344,1.436987
qq.test,256,4,0.076895,0.937344,1.436987
qq.test,256,1,0.127949,0.937344,1.436987
quake-halflife.test,10,32,0.013409,0.058688,0.371417
quake-halflife.test,10,8,0.006356,0.058688,0.371417
quake-halflife.test,10,4,0.004749,0.058688,0.371417
quake-halflife.test,10,1,0.002933,0.058688,0.371417
rlogin.test,16480,32,2.464564,1.947008,5.542615
rlogin.test,16480,8,5.410265,1.947008,5.542615
rlogin.test,16480,4,8.381459,1.947008,5.542615
rlogin.test,16480,1,16.570853,1.947008,5.542615
rlogin.test,16384,32,3.686788,1.62992,5.504691
rlogin.test,16384,8,5.208703,1.62992,5.504691
rlogin.test,16384,4,7.973864,1.62992,5.504691
rlogin.test,16384,1,14.694843,1.62992,5.504691
rlogin.test,4096,32,0.205962,0.531488,2.053338
rlogin.test,4096,8,0.495804,0.531488,2.053338
rlogin.test,4096,4,0.966046,0.531488,2.053338
rlogin.test,4096,1,2.679116,0.531488,2.053338
rlogin.test,256,32,0.018648,0.29824,0.686262
rlogin.test,256,8,0.018648,0.29824,0.686262
rlogin.test,256,4,0.028774,0.29824,0.686262
rlogin.test,256,1,0.097638,0.29824,0.686262
rtp.test,1536720,32,1640.765257,1039.338336,1409.800112
rtp.test,1536720,8,4612.070255,1039.338336,1409.800112
rtp.test,1536720,4,7819.05529,1039.338336,1409.800112
rtp.test,1536720,1,15216.846076,1039.338336,1409.800112
rtp.test,131072,32,20.401376,53.544288,112.440348
rtp.test,131072,8,32.654982,53.544288,112.440348
rtp.test,131072,4,59.188573,53.544288,112.440348
rtp.test,131072,1,177.191929,53.544288,112.440348
rtp.test,65536,32,8.584767,25.81872,43.495417
rtp.test,65536,8,14.109014,25.81872,43.495417
rtp.test,65536,4,26.618937,25.81872,43.495417
rtp.test,65536,1,63.498418,25.81872,43.495417
rtp.test,16384,32,1.047272,8.227744,12.018241
rtp.test,16384,8,2.269846,8.227744,12.018241
rtp.test,16384,4,4.085653,8.227744,12.018241
rtp.test,16384,1,9.103689,8.227744,12.018241
rtp.test,4096,32,0.295638,2.747712,4.140059
rtp.test,4096,8,0.588693,2.747712,4.140059
rtp.test,4096,4,1.082892,2.747712,4.140059
rtp.test,4096,1,2.077503,2.747712,4.140059
rtp.test,256,32,0.024584,2.190752,2.560246
rtp.test,256,8,0.034013,2.190752,2.560246
rtp.test,256,4,0.058876,2.190752,2.560246
rtp.test,256,1,0.162381,2.190752,2.560246
runesofmagic.test,897140,32,925.552278,556.041696,888.803122
runesofmagic.test,897140,8,2854.87978,556.041696,888.803122
runesofmagic.test,897140,4,4328.726217,556.041696,888.803122
runesofmagic.test,897140,1,7273.334124,556.041696,888.803122
runesofmagic.test,131072,32,15.408692,35.777568,76.694256
runesofmagic.test,131072,8,28.433418,35.777568,76.694256
runesofmagic.test,131072,4,42.924255,35.777568,76.694256
runesofmagic.test,131072,1,123.730704,35.777568,76.694256
runesofmagic.test,65536,32,6.485404,17.413952,33.842008
runesofmagic.test,65536,8,10.545146,17.413952,33.842008
runesofmagic.test,65536,4,20.957524,17.413952,33.842008
runesofmagic.test,65536,1,39.846973,17.413952,33.842008
runesofmagic.test,16384,32,1.089037,5.59312,9.293937
runesofmagic.test,16384,8,2.293312,5.59312,9.293937
runesofmagic.test,16384,4,4.414746,5.59312,9.293937
runesofmagic.test,16384,1,9.224863,5.59312,9.293937
runesofmagic.test,4096,32,0.276013,1.8856,3.176806
runesofmagic.test,4096,8,0.599309,1.8856,3.176806
runesofmagic.test,4096,4,1.133177,1.8856,3.176806
runesofmagic.test,4096,1,2.21977,1.8856,3.176806
runesofmagic.test,256,32,4.931433,1.534432,1.890467
runesofmagic.test,256,8,0.034083,1.534432,1.890467
runesofmagic.test,256,4,0.059086,1.534432,1.890467
runesofmagic.test,256,1,0.164337,1.534432,1.890467
sip.test,30,32,0.014946,0.156672,0.421354
sip.test,30,8,0.007613,0.156672,0.421354
sip.test,30,4,0.006984,0.156672,0.421354
sip.test,30,1,0.006914,0.156672,0.421354
skypetoskype.test,832620,32,707.075618,3226.178496,3497.561684
skypetoskype.test,832620,8,1747.779141,3226.178496,3497.561684
skypetoskype.test,832620,4,3328.704832,3226.178496,3497.561684
skypetoskype.test,832620,1,6086.952238,3226.178496,3497.561684
skypetoskype.test,131072,32,18.306553,37.585632,77.9477
skypetoskype.test,131072,8,39.302629,37.585632,77.9477
skypetoskype.test,131072,4,77.558614,37.585632,77.9477
skypetoskype.test,131072,1,152.844727,37.585632,77.9477
skypetoskype.test,65536,32,9.831855,17.123296,34.10929
skypetoskype.test,65536,8,12.592268,17.123296,34.10929
skypetoskype.test,65536,4,22.429571,17.123296,34.10929
skypetoskype.test,65536,1,54.020031,17.123296,34.10929
skypetoskype.test,16384,32,5.239433,5.430848,9.354769
skypetoskype.test,16384,8,3.586357,5.430848,9.354769
skypetoskype.test,16384,4,4.468175,5.430848,9.354769
skypetoskype.test,16384,1,7.611667,5.430848,9.354769
skypetoskype.test,4096,32,1.592175,5.077152,6.528426
skypetoskype.test,4096,8,2.238906,5.077152,6.528426
skypetoskype.test,4096,4,2.743161,5.077152,6.528426
skypetoskype.test,4096,1,3.600535,5.077152,6.528426
skypetoskype.test,256,32,4.43968,1.477472,1.794156
skypetoskype.test,256,8,0.045397,1.477472,1.794156
skypetoskype.test,256,4,0.078502,1.477472,1.794156
skypetoskype.test,256,1,0.128159,1.477472,1.794156
smtp.test,19700,32,5.312627,1.735392,5.869053
smtp.test,19700,8,2.34716,1.735392,5.869053
smtp.test,19700,4,4.340924,1.735392,5.869053
smtp.test,19700,1,10.79874,1.735392,5.869053
smtp.test,16384,32,0.978129,1.13552,6.110566
smtp.test,16384,8,1.886905,1.13552,6.110566
smtp.test,16384,4,3.49703,1.13552,6.110566
smtp.test,16384,1,9.544249,1.13552,6.110566
smtp.test,4096,32,0.169156,0.425184,1.957306
smtp.test,4096,8,0.419956,0.425184,1.957306
smtp.test,4096,4,0.832928,0.425184,1.957306
smtp.test,4096,1,2.644546,0.425184,1.957306
smtp.test,256,32,0.021022,0.27456,0.716992
smtp.test,256,8,0.028845,0.27456,0.716992
smtp.test,256,4,0.047912,0.27456,0.716992
smtp.test,256,1,0.080877,0.27456,0.716992
soribada.test,386120,32,206.707895,118.537088,219.430486
soribada.test,386120,8,376.133462,118.537088,219.430486
soribada.test,386120,4,667.628906,118.537088,219.430486
soribada.test,386120,1,1343.90858,118.537088,219.430486
soribada.test,131072,32,15.748331,24.209216,66.18019
soribada.test,131072,8,28.570937,24.209216,66.18019
soribada.test,131072,4,49.718847,24.209216,66.18019
soribada.test,131072,1,145.979526,24.209216,66.18019
soribada.test,65536,32,6.238654,12.00432,29.4501
soribada.test,65536,8,10.416218,12.00432,29.4501
soribada.test,65536,4,21.425042,12.00432,29.4501
soribada.test,65536,1,52.402853,12.00432,29.4501
soribada.test,16384,32,1.153571,3.99424,7.856321
soribada.test,16384,8,2.338709,3.99424,7.856321
soribada.test,16384,4,4.362155,3.99424,7.856321
soribada.test,16384,1,11.674971,3.99424,7.856321
soribada.test,4096,32,0.295429,1.49504,2.972032
soribada.test,4096,8,0.615024,1.49504,2.972032
soribada.test,4096,4,1.154898,1.49504,2.972032
soribada.test,4096,1,2.257833,1.49504,2.972032
soribada.test,256,32,4.445545,1.096128,1.555927
soribada.test,256,8,0.031289,1.096128,1.555927
soribada.test,256,4,0.059225,1.096128,1.555927
soribada.test,256,1,0.077454,1.096128,1.555927
soulseek.test,587430,32,532.735867,311.690848,463.723888
soulseek.test,587430,8,1169.17681,311.690848,463.723888
soulseek.test,587430,4,2042.21896,311.690848,463.723888
soulseek.test,587430,1,4712.304781,311.690848,463.723888
soulseek.test,131072,32,25.127126,41.776,77.253267
soulseek.test,131072,8,56.70236,41.776,77.253267
soulseek.test,131072,4,101.363362,41.776,77.253267
soulseek.test,131072,1,222.58208,41.776,77.253267
soulseek.test,65536,32,13.707496,20.25168,39.795081
soulseek.test,65536,8,17.992894,20.25168,39.795081
soulseek.test,65536,4,31.685374,20.25168,39.795081
soulseek.test,65536,1,115.630566,20.25168,39.795081
soulseek.test,16384,32,2.89786,6.40448,10.143208
soulseek.test,16384,8,5.351528,6.40448,10.143208
soulseek.test,16384,4,9.453106,6.40448,10.143208
soulseek.test,16384,1,24.854186,6.40448,10.143208
soulseek.test,4096,32,0.865685,4.592224,6.032831
soulseek.test,4096,8,1.580232,4.592224,6.032831
soulseek.test,4096,4,2.909873,4.592224,6.032831
soulseek.test,4096,1,8.045661,4.592224,6.032831
soulseek.test,256,32,0.031498,4.222336,4.720512
soulseek.test,256,8,0.046025,4.222336,4.720512
soulseek.test,256,4,0.077105,4.222336,4.720512
soulseek.test,256,1,0.261766,4.222336,4.720512
ssh.test,10,32,0.013339,0.051456,0.311563
ssh.test,10,8,0.006914,0.051456,0.311563
ssh.test,10,4,0.005587,0.051456,0.311563
ssh.test,10,1,0.005099,0.051456,0.311563
ssl.test,1475250,32,1038.711439,972.371904,1372.937957
ssl.test,1475250,8,2746.849713,972.371904,1372.937957
ssl.test,1475250,4,4467.200734,972.371904,1372.937957
ssl.test,1475250,1,10571.177036,972.371904,1372.937957
ssl.test,131072,32,30.466222,23.048288,81.630019
ssl.test,131072,8,59.736481,23.048288,81.630019
ssl.test,131072,4,121.586712,23.048288,81.630019
ssl.test,131072,1,226.716762,23.048288,81.630019
ssl.test,65536,32,9.855043,15.3784,34.825724
ssl.test,65536,8,12.647582,15.3784,34.825724
ssl.test,65536,4,21.902268,15.3784,34.825724
ssl.test,65536,1,66.313028,15.3784,34.825724
ssl.test,16384,32,4.41286,12.584768,16.378301
ssl.test,16384,8,4.842384,12.584768,16.378301
ssl.test,16384,4,6.842853,12.584768,16.378301
ssl.test,16384,1,10.742727,12.584768,16.378301
ssl.test,4096,32,4.290219,11.83776,13.112307
ssl.test,4096,8,1.26825,11.83776,13.112307
ssl.test,4096,4,1.722569,11.83776,13.112307
ssl.test,4096,1,3.425861,11.83776,13.112307
ssl.test,256,32,4.440517,0.535456,0.847875
ssl.test,256,8,0.046724,0.535456,0.847875
ssl.test,256,4,0.079619,0.535456,0.847875
ssl.test,256,1,0.129486,0.535456,0.847875
stun.test,961140,32,885.447733,495.347872,738.680397
stun.test,961140,8,2616.196608,495.347872,738.680397
stun.test,961140,4,3772.483838,495.347872,738.680397
stun.test,961140,1,7097.795083,495.347872,738.680397
stun.test,131072,32,12.881132,38.108416,77.084321
stun.test,131072,8,22.330466,38.108416,77.084321
stun.test,131072,4,49.758238,38.108416,77.084321
stun.test,131072,1,100.749246,38.108416,77.084321
stun.test,65536,32,7.77293,18.485056,44.769465
stun.test,65536,8,10.469648,18.485056,44.769465
stun.test,65536,4,16.101659,18.485056,44.769465
stun.test,65536,1,49.65173,18.485056,44.769465
stun.test,16384,32,1.079538,5.9952,9.56101
stun.test,16384,8,2.275504,5.9952,9.56101
stun.test,16384,4,4.250759,5.9952,9.56101
stun.test,16384,1,9.049561,5.9952,9.56101
stun.test,4096,32,4.57147,2.0064,3.246858
stun.test,4096,8,0.584224,2.0064,3.246858
stun.test,4096,4,1.11013,2.0064,3.246858
stun.test,4096,1,2.018277,2.0064,3.246858
stun.test,256,32,0.023746,1.573888,1.897103
stun.test,256,8,0.03101,1.573888,1.897103
stun.test,256,4,0.051823,1.573888,1.897103
stun.test,256,1,0.075359,1.573888,1.897103
subspace.test,641100,32,443.892698,289.063008,451.79281
subspace.test,641100,8,970.064312,289.063008,451.79281
subspace.test,641100,4,1686.74138,289.063008,451.79281
subspace.test,641100,1,3547.710274,289.063008,451.79281
subspace.test,131072,32,16.275984,24.922496,60.484832
subspace.test,131072,8,22.47378,24.922496,60.484832
subspace.test,131072,4,42.560382,24.922496,60.484832
subspace.test,131072,1,100.178782,24.922496,60.484832
subspace.test,65536,32,5.431917,12.434272,27.800376
subspace.test,65536,8,10.273742,12.434272,27.800376
subspace.test,65536,4,15.661239,12.434272,27.800376
subspace.test,65536,1,50.734202,12.434272,27.800376
subspace.test,16384,32,5.182722,4.224736,7.848988
subspace.test,16384,8,2.274036,4.224736,7.848988
subspace.test,16384,4,4.067564,4.224736,7.848988
subspace.test,16384,1,9.126597,4.224736,7.848988
subspace.test,4096,32,4.600524,1.566336,2.854279
subspace.test,4096,8,0.593931,1.566336,2.854279
subspace.test,4096,4,1.09679,1.566336,2.854279
subspace.test,4096,1,3.582864,1.566336,2.854279
subspace.test,256,32,4.434511,1.295008,1.655242
subspace.test,256,8,0.032127,1.295008,1.655242
subspace.test,256,4,0.057828,1.295008,1.655242
subspace.test,256,1,0.149112,1.295008,1.655242
teamfortress2.test,768360,32,486.528788,279.354336,474.898865
teamfortress2.test,768360,8,1115.21056,279.354336,474.898865
teamfortress2.test,768360,4,1954.404978,279.354336,474.898865
teamfortress2.test,768360,1,3692.155945,279.354336,474.898865
teamfortress2.test,131072,32,14.404653,25.139488,64.895038
teamfortress2.test,131072,8,28.85533,25.139488,64.895038
teamfortress2.test,131072,4,51.61546,25.139488,64.895038
teamfortress2.test,131072,1,130.370179,25.139488,64.895038
teamfortress2.test,65536,32,8.753714,12.578176,48.548096
teamfortress2.test,65536,8,10.597317,12.578176,48.548096
teamfortress2.test,65536,4,19.775597,12.578176,48.548096
teamfortress2.test,65536,1,52.435399,12.578176,48.548096
teamfortress2.test,16384,32,1.177247,4.220224,8.080163
teamfortress2.test,16384,8,2.368323,4.220224,8.080163
teamfortress2.test,16384,4,4.389672,4.220224,8.080163
teamfortress2.test,16384,1,9.510166,4.220224,8.080163
teamfortress2.test,4096,32,4.60653,1.532096,2.881657
teamfortress2.test,4096,8,0.619703,1.532096,2.881657
teamfortress2.test,4096,4,1.148473,1.532096,2.881657
teamfortress2.test,4096,1,2.478253,1.532096,2.881657
teamfortress2.test,256,32,4.447641,1.18432,1.641832
teamfortress2.test,256,8,0.034921,1.18432,1.641832
teamfortress2.test,256,4,0.05685,1.18432,1.641832
teamfortress2.test,256,1,0.084299,1.18432,1.641832
teamspeak.test,704350,32,420.408382,1195.688032,1405.589031
teamspeak.test,704350,8,940.046611,1195.688032,1405.589031
teamspeak.test,704350,4,1660.135572,1195.688032,1405.589031
teamspeak.test,704350,1,3189.187117,1195.688032,1405.589031
teamspeak.test,131072,32,14.112925,23.62064,66.251289
teamspeak.test,131072,8,21.310292,23.62064,66.251289
teamspeak.test,131072,4,36.627073,23.62064,66.251289
teamspeak.test,131072,1,91.758003,23.62064,66.251289
teamspeak.test,65536,32,8.490481,11.8344,28.164808
teamspeak.test,65536,8,12.704503,11.8344,28.164808
teamspeak.test,65536,4,17.746565,11.8344,28.164808
teamspeak.test,65536,1,51.905582,11.8344,28.164808
teamspeak.test,16384,32,1.154688,4.020736,9.013524
teamspeak.test,16384,8,2.295966,4.020736,9.013524
teamspeak.test,16384,4,4.281279,4.020736,9.013524
teamspeak.test,16384,1,11.626431,4.020736,9.013524
teamspeak.test,4096,32,0.279994,1.467872,2.870133
teamspeak.test,4096,8,0.606573,1.467872,2.870133
teamspeak.test,4096,4,1.167818,1.467872,2.870133
teamspeak.test,4096,1,2.535593,1.467872,2.870133
teamspeak.test,256,32,0.023327,1.174944,1.572619
teamspeak.test,256,8,0.034432,1.174944,1.572619
teamspeak.test,256,4,0.055105,1.174944,1.572619
teamspeak.test,256,1,0.154838,1.174944,1.572619
telnet.test,2540,32,4.522931,1.072704,2.193439
telnet.test,2540,8,0.904237,1.072704,2.193439
telnet.test,2540,4,1.289203,1.072704,2.193439
telnet.test,2540,1,1.763845,1.072704,2.193439
telnet.test,256,32,0.027658,0.428544,0.81044
telnet.test,256,8,0.035549,0.428544,0.81044
telnet.test,256,4,0.060204,0.428544,0.81044
telnet.test,256,1,0.164756,0.428544,0.81044
tftp.test,150400,32,41.037699,28.21552,75.1993
tftp.test,150400,8,99.526044,28.21552,75.1993
tftp.test,150400,4,149.968658,28.21552,75.1993
tftp.test,150400,1,280.691047,28.21552,75.1993
tftp.test,131072,32,31.240555,22.022368,80.245134
tftp.test,131072,8,73.329087,22.022368,80.245134
tftp.test,131072,4,125.933433,22.022368,80.245134
tftp.test,131072,1,213.99466,22.022368,80.245134
tftp.test,65536,32,8.207344,9.086688,42.539708
tftp.test,65536,8,15.874325,9.086688,42.539708
tftp.test,65536,4,23.681827,9.086688,42.539708
tftp.test,65536,1,61.131005,9.086688,42.539708
tftp.test,16384,32,0.889081,2.7312,6.633398
tftp.test,16384,8,1.898988,2.7312,6.633398
tftp.test,16384,4,3.420972,2.7312,6.633398
tftp.test,16384,1,8.172353,2.7312,6.633398
tftp.test,4096,32,4.556035,0.891232,2.301204
tftp.test,4096,8,0.394185,0.891232,2.301204
tftp.test,4096,4,0.785437,0.891232,2.301204
tftp.test,4096,1,1.92909,0.891232,2.301204
tftp.test,256,32,0.020464,0.675168,1.071437
tftp.test,256,8,0.023467,0.675168,1.071437
tftp.test,256,4,0.040928,0.675168,1.071437
tftp.test,256,1,0.056502,0.675168,1.071437
tsp.test,1162510,32,1036.10915,589.967424,874.108632
tsp.test,1162510,8,2391.401258,589.967424,874.108632
tsp.test,1162510,4,3932.565888,589.967424,874.108632
tsp.test,1162510,1,7720.225083,589.967424,874.108632
tsp.test,131072,32,17.10961,45.220992,80.508366
tsp.test,131072,8,30.424598,45.220992,80.508366
tsp.test,131072,4,58.154853,45.220992,80.508366
tsp.test,131072,1,128.907141,45.220992,80.508366
tsp.test,65536,32,10.257469,22.536992,48.612769
tsp.test,65536,8,13.665591,22.536992,48.612769
tsp.test,65536,4,26.318551,22.536992,48.612769
tsp.test,65536,1,62.185471,22.536992,48.612769
tsp.test,16384,32,1.30799,7.295936,10.780861
tsp.test,16384,8,2.604876,7.295936,10.780861
tsp.test,16384,4,5.301662,7.295936,10.780861
tsp.test,16384,1,10.420618,7.295936,10.780861
tsp.test,4096,32,0.332864,7.284064,8.692882
tsp.test,4096,8,0.680046,7.284064,8.692882
tsp.test,4096,4,1.261545,7.284064,8.692882
tsp.test,4096,1,2.403453,7.284064,8.692882
tsp.test,256,32,0.028355,6.938176,7.327202
tsp.test,256,8,0.037854,6.938176,7.327202
tsp.test,256,4,0.064114,6.938176,7.327202
tsp.test,256,1,0.089816,6.938176,7.327202
ventrilo.test,64260,32,6.092197,7.200224,35.697345
ventrilo.test,64260,8,9.817538,7.200224,35.697345
ventrilo.test,64260,4,19.889718,7.200224,35.697345
ventrilo.test,64260,1,38.264297,7.200224,35.697345
ventrilo.test,16384,32,4.876327,1.5552,5.459434
ventrilo.test,16384,8,2.451434,1.5552,5.459434
ventrilo.test,16384,4,4.472156,1.5552,5.459434
ventrilo.test,16384,1,9.247074,1.5552,5.459434
ventrilo.test,4096,32,4.658493,1.017792,2.274875
ventrilo.test,4096,8,0.604547,1.017792,2.274875
ventrilo.test,4096,4,1.13171,1.017792,2.274875
ventrilo.test,4096,1,2.317338,1.017792,2.274875
ventrilo.test,256,32,0.028914,0.464096,0.987906
ventrilo.test,256,8,0.046445,0.464096,0.987906
ventrilo.test,256,4,0.085486,0.464096,0.987906
ventrilo.test,256,1,0.129137,0.464096,0.987906
whois.test,26790,32,2.059135,2.74272,9.081409
whois.test,26790,8,4.502187,2.74272,9.081409
whois.test,26790,4,7.51759,2.74272,9.081409
whois.test,26790,1,16.201532,2.74272,9.081409
whois.test,16384,32,1.117114,1.341312,5.171128
whois.test,16384,8,2.098874,1.341312,5.171128
whois.test,16384,4,3.86244,1.341312,5.171128
whois.test,16384,1,7.051818,1.341312,5.171128
whois.test,4096,32,0.189689,0.556992,1.876569
whois.test,4096,8,0.401797,0.556992,1.876569
whois.test,4096,4,0.780408,0.556992,1.876569
whois.test,4096,1,2.330887,0.556992,1.876569
whois.test,256,32,4.466009,0.28448,0.754078
whois.test,256,8,0.026261,0.28448,0.754078
whois.test,256,4,0.044001,0.28448,0.754078
whois.test,256,1,0.072495,0.28448,0.754078
x11.test,750,32,0.06586,0.636608,1.243317
x11.test,750,8,0.123899,0.636608,1.243317
x11.test,750,4,0.218045,0.636608,1.243317
x11.test,750,1,0.586598,0.636608,1.243317
x11.test,256,32,4.408669,0.343296,0.692896
x11.test,256,8,0.032406,0.343296,0.692896
x11.test,256,4,0.05727,0.343296,0.692896
x11.test,256,1,0.102457,0.343296,0.692896
xboxlive.test,448310,32,174.486348,95.713856,211.484909
xboxlive.test,448310,8,274.249015,95.713856,211.484909
xboxlive.test,448310,4,486.095073,95.713856,211.484909
xboxlive.test,448310,1,1035.498528,95.713856,211.484909
xboxlive.test,131072,32,15.821455,19.81872,59.624316
xboxlive.test,131072,8,22.71166,19.81872,59.624316
xboxlive.test,131072,4,43.116529,19.81872,59.624316
xboxlive.test,131072,1,101.796659,19.81872,59.624316
xboxlive.test,65536,32,5.519148,10.1736,24.843989
xboxlive.test,65536,8,10.752435,10.1736,24.843989
xboxlive.test,65536,4,17.583904,10.1736,24.843989
xboxlive.test,65536,1,40.70693,10.1736,24.843989
xboxlive.test,16384,32,1.07011,3.038752,6.53143
xboxlive.test,16384,8,2.311751,3.038752,6.53143
xboxlive.test,16384,4,4.60199,3.038752,6.53143
xboxlive.test,16384,1,9.307137,3.038752,6.53143
xboxlive.test,4096,32,0.289423,1.179008,2.446824
xboxlive.test,4096,8,0.602102,1.179008,2.446824
xboxlive.test,4096,4,1.117184,1.179008,2.446824
xboxlive.test,4096,1,2.414348,1.179008,2.446824
xboxlive.test,256,32,0.025841,0.936192,1.302612
xboxlive.test,256,8,0.034502,0.936192,1.302612
xboxlive.test,256,4,0.060483,0.936192,1.302612
xboxlive.test,256,1,0.16748,0.936192,1.302612
yahoo.test,2627400,32,3561.247234,3105.268384,3717.21807
yahoo.test,2627400,8,9575.171969,3105.268384,3717.21807
yahoo.test,2627400,4,16872.527501,3105.268384,3717.21807
yahoo.test,2627400,1,33704.154722,3105.268384,3717.21807
yahoo.test,131072,32,15.482515,15.510336,50.375427
yahoo.test,131072,8,34.11411,15.510336,50.375427
yahoo.test,131072,4,51.432127,15.510336,50.375427
yahoo.test,131072,1,121.555703,15.510336,50.375427
yahoo.test,65536,32,5.80061,9.731456,25.977026
yahoo.test,65536,8,11.316335,9.731456,25.977026
yahoo.test,65536,4,17.238329,9.731456,25.977026
yahoo.test,65536,1,53.420443,9.731456,25.977026
yahoo.test,16384,32,1.096929,1.306752,4.813959
yahoo.test,16384,8,2.417211,1.306752,4.813959
yahoo.test,16384,4,5.25857,1.306752,4.813959
yahoo.test,16384,1,9.580846,1.306752,4.813959
yahoo.test,4096,32,0.314007,0.57792,1.88076
yahoo.test,4096,8,0.62969,0.57792,1.88076
yahoo.test,4096,4,1.169425,0.57792,1.88076
yahoo.test,4096,1,4.384086,0.57792,1.88076
yahoo.test,256,32,4.453089,0.32432,0.508585
yahoo.test,256,8,0.034292,0.32432,0.508585
yahoo.test,256,4,0.062089,0.32432,0.508585
yahoo.test,256,1,0.081435,0.32432,0.508585
